,failureType
12054,Center
79945,Random
93887,Scratch
49358,Loc
41738,Loc
82931,Scratch
27150,Edge-Ring
29885,Edge-Ring
38487,Edge-Ring
88446,Scratch
58073,Near-full
83207,Scratch
93889,Scratch
70245,Random
83081,Scratch
49205,Loc
91105,Scratch
66630,Near-full
54057,Near-full
23874,Edge-Loc
43577,Loc
49614,Loc
71096,Random
36767,Edge-Ring
12067,Center
66274,Near-full
8516,Center
873,Center
36852,Edge-Ring
39451,Edge-Ring
36232,Edge-Ring
74400,Random
45935,Loc
81304,Scratch
37590,Edge-Ring
61846,Near-full
43634,Loc
11559,Center
7469,Center
32854,Edge-Ring
656,Center
53899,Loc
16643,Edge-Loc
70748,Random
80606,Random
68308,Random
52970,Loc
32856,Edge-Ring
31425,Edge-Ring
61216,Near-full
81855,Scratch
64255,Near-full
84148,Scratch
23937,Edge-Loc
22215,Edge-Loc
56443,Near-full
62711,Near-full
66545,Near-full
15567,Edge-Loc
10062,Center
36523,Edge-Ring
61219,Near-full
6993,Center
68140,Random
46373,Loc
45280,Loc
4491,Center
35651,Edge-Ring
50463,Loc
13277,Center
65498,Near-full
81804,Scratch
24979,Edge-Loc
72651,Random
92720,Scratch
91192,Scratch
34600,Edge-Ring
30720,Edge-Ring
27846,Edge-Ring
20217,Edge-Loc
51520,Loc
91437,Scratch
37006,Edge-Ring
38724,Edge-Ring
91518,Scratch
18719,Edge-Loc
52167,Loc
34066,Edge-Ring
59240,Near-full
77138,Random
36587,Edge-Ring
78049,Random
5674,Center
7965,Center
919,Center
34009,Edge-Ring
29145,Edge-Ring
92154,Scratch
39011,Edge-Ring
25630,Edge-Loc
63429,Near-full
75788,Random
42662,Loc
68363,Random
12695,Center
92216,Scratch
66288,Near-full
85087,Scratch
63147,Near-full
22036,Edge-Loc
12420,Center
70386,Random
83176,Scratch
2622,Center
7440,Center
27900,Edge-Ring
1934,Center
4726,Center
71798,Random
19140,Edge-Loc
62483,Near-full
55666,Near-full
44372,Loc
41872,Loc
59479,Near-full
16512,Edge-Loc
2592,Center
35086,Edge-Ring
67839,Random
74636,Random
79315,Random
58820,Near-full
60363,Near-full
87515,Scratch
88587,Scratch
22586,Edge-Loc
52445,Loc
69228,Random
22364,Edge-Loc
42688,Loc
15868,Edge-Loc
51629,Loc
43767,Loc
18043,Edge-Loc
3565,Center
44656,Loc
85287,Scratch
68743,Random
80124,Random
85280,Scratch
7641,Center
8780,Center
1212,Center
810,Center
29136,Edge-Ring
35686,Edge-Ring
75691,Random
63161,Near-full
78054,Random
34048,Edge-Ring
43864,Loc
79682,Random
91716,Scratch
56249,Near-full
37327,Edge-Ring
47283,Loc
20262,Edge-Loc
17777,Edge-Loc
34280,Edge-Ring
48480,Loc
24195,Edge-Loc
79041,Random
38608,Edge-Ring
49762,Loc
77901,Random
9594,Center
37440,Edge-Ring
36095,Edge-Ring
48891,Loc
1732,Center
72149,Random
6583,Center
72428,Random
10444,Center
56501,Near-full
61478,Near-full
1758,Center
75660,Random
65197,Near-full
670,Center
86694,Scratch
59546,Near-full
86821,Scratch
89746,Scratch
30781,Edge-Ring
7328,Center
13607,Edge-Loc
13348,Center
68252,Random
33683,Edge-Ring
41810,Loc
4284,Center
85600,Scratch
82120,Scratch
24253,Edge-Loc
40555,Loc
18365,Edge-Loc
3787,Center
72263,Random
53257,Loc
74409,Random
55800,Near-full
27863,Edge-Ring
41088,Loc
39717,Edge-Ring
18559,Edge-Loc
53216,Loc
16822,Edge-Loc
25852,Edge-Loc
5245,Center
22163,Edge-Loc
19692,Edge-Loc
3603,Center
11840,Center
60173,Near-full
58792,Near-full
65679,Near-full
85130,Scratch
8295,Center
59025,Near-full
70561,Random
57544,Near-full
81118,Scratch
79060,Random
67943,Random
39225,Edge-Ring
90300,Scratch
92959,Scratch
81231,Scratch
51932,Loc
67120,Near-full
78521,Random
22365,Edge-Loc
29791,Edge-Ring
93477,Scratch
56237,Near-full
56578,Near-full
70157,Random
59003,Near-full
39004,Edge-Ring
89225,Scratch
20858,Edge-Loc
17719,Edge-Loc
27424,Edge-Ring
43978,Loc
94016,Scratch
78202,Random
90274,Scratch
78676,Random
22666,Edge-Loc
40047,Edge-Ring
66711,Near-full
84054,Scratch
88618,Scratch
71909,Random
70212,Random
65881,Near-full
8677,Center
47540,Loc
74914,Random
28772,Edge-Ring
43892,Loc
52703,Loc
62867,Near-full
46224,Loc
71594,Random
48974,Loc
11532,Center
16639,Edge-Loc
10832,Center
40406,Edge-Ring
26385,Edge-Loc
33102,Edge-Ring
83210,Scratch
35271,Edge-Ring
7397,Center
9680,Center
54419,Near-full
82948,Scratch
40758,Loc
79744,Random
69257,Random
21537,Edge-Loc
87209,Scratch
49971,Loc
70164,Random
77444,Random
66306,Near-full
21255,Edge-Loc
36706,Edge-Ring
81901,Scratch
53375,Loc
42105,Loc
10402,Center
26003,Edge-Loc
90210,Scratch
73629,Random
49174,Loc
93262,Scratch
20248,Edge-Loc
78011,Random
66839,Near-full
83312,Scratch
73416,Random
316,Center
59651,Near-full
82829,Scratch
26860,Edge-Loc
91082,Scratch
78625,Random
39594,Edge-Ring
45068,Loc
54032,Near-full
47194,Loc
60867,Near-full
51598,Loc
84042,Scratch
71483,Random
80488,Random
22161,Edge-Loc
38164,Edge-Ring
8874,Center
33336,Edge-Ring
45145,Loc
39412,Edge-Ring
65779,Near-full
88701,Scratch
81140,Scratch
9043,Center
56300,Near-full
40717,Loc
90331,Scratch
4531,Center
6325,Center
2714,Center
13480,Center
45389,Loc
9937,Center
13011,Center
37137,Edge-Ring
65683,Near-full
84486,Scratch
37815,Edge-Ring
87614,Scratch
20932,Edge-Loc
31240,Edge-Ring
8941,Center
465,Center
53777,Loc
57097,Near-full
46939,Loc
75051,Random
66180,Near-full
26981,Edge-Ring
60470,Near-full
6407,Center
80807,Random
93056,Scratch
27561,Edge-Ring
26312,Edge-Loc
9313,Center
42852,Loc
62417,Near-full
51415,Loc
39590,Edge-Ring
69052,Random
57056,Near-full
29167,Edge-Ring
38576,Edge-Ring
45600,Loc
10404,Center
60141,Near-full
51636,Loc
93398,Scratch
88027,Scratch
48255,Loc
27193,Edge-Ring
38237,Edge-Ring
6226,Center
47575,Loc
22566,Edge-Loc
93336,Scratch
94369,Scratch
65505,Near-full
52501,Loc
89090,Scratch
56913,Near-full
2254,Center
11132,Center
19207,Edge-Loc
93179,Scratch
6432,Center
60949,Near-full
12382,Center
57583,Near-full
56912,Near-full
90483,Scratch
55971,Near-full
2100,Center
74226,Random
86452,Scratch
44282,Loc
94386,Scratch
67375,Near-full
14011,Edge-Loc
72206,Random
91342,Scratch
3237,Center
19244,Edge-Loc
63749,Near-full
7133,Center
62547,Near-full
78136,Random
26307,Edge-Loc
77265,Random
12300,Center
21545,Edge-Loc
23964,Edge-Loc
76290,Random
35453,Edge-Ring
31287,Edge-Ring
17212,Edge-Loc
29682,Edge-Ring
32057,Edge-Ring
9424,Center
8993,Center
54358,Near-full
26547,Edge-Loc
51982,Loc
4226,Center
36258,Edge-Ring
38179,Edge-Ring
4841,Center
33953,Edge-Ring
42248,Loc
69536,Random
50638,Loc
66195,Near-full
12853,Center
93667,Scratch
6106,Center
28605,Edge-Ring
60314,Near-full
9673,Center
81662,Scratch
88588,Scratch
3801,Center
73520,Random
84901,Scratch
39437,Edge-Ring
45400,Loc
40286,Edge-Ring
38469,Edge-Ring
15400,Edge-Loc
71756,Random
34063,Edge-Ring
45660,Loc
59935,Near-full
34519,Edge-Ring
27135,Edge-Ring
70117,Random
3777,Center
90978,Scratch
75950,Random
51535,Loc
48692,Loc
2397,Center
62394,Near-full
82706,Scratch
40025,Edge-Ring
29665,Edge-Ring
66612,Near-full
67379,Near-full
23661,Edge-Loc
75250,Random
30884,Edge-Ring
63144,Near-full
34611,Edge-Ring
39958,Edge-Ring
47502,Loc
6796,Center
39857,Edge-Ring
57598,Near-full
84314,Scratch
44848,Loc
11515,Center
38542,Edge-Ring
32410,Edge-Ring
15611,Edge-Loc
44666,Loc
80940,Scratch
93855,Scratch
93024,Scratch
35544,Edge-Ring
32908,Edge-Ring
31682,Edge-Ring
71164,Random
1371,Center
62385,Near-full
92921,Scratch
72319,Random
18598,Edge-Loc
24644,Edge-Loc
37250,Edge-Ring
8413,Center
26165,Edge-Loc
47241,Loc
85748,Scratch
32391,Edge-Ring
34885,Edge-Ring
77527,Random
54793,Near-full
76946,Random
31354,Edge-Ring
76003,Random
61373,Near-full
8785,Center
50582,Loc
42930,Loc
43001,Loc
66148,Near-full
29257,Edge-Ring
20366,Edge-Loc
80364,Random
26933,Edge-Loc
84070,Scratch
35182,Edge-Ring
36050,Edge-Ring
29824,Edge-Ring
13304,Center
10472,Center
10823,Center
83622,Scratch
66763,Near-full
21472,Edge-Loc
12685,Center
10850,Center
63011,Near-full
72506,Random
33566,Edge-Ring
77871,Random
5240,Center
64910,Near-full
78661,Random
19662,Edge-Loc
479,Center
51050,Loc
12658,Center
76796,Random
52118,Loc
17789,Edge-Loc
81020,Scratch
46546,Loc
51770,Loc
91006,Scratch
68342,Random
88399,Scratch
32428,Edge-Ring
10322,Center
33097,Edge-Ring
42087,Loc
23505,Edge-Loc
12040,Center
12086,Center
58601,Near-full
72776,Random
92059,Scratch
5909,Center
82574,Scratch
55608,Near-full
59226,Near-full
9530,Center
76894,Random
48296,Loc
79261,Random
13045,Center
5532,Center
63696,Near-full
19052,Edge-Loc
49864,Loc
1327,Center
58412,Near-full
10715,Center
9982,Center
47358,Loc
84251,Scratch
6819,Center
8686,Center
61904,Near-full
78472,Random
23729,Edge-Loc
78926,Random
90573,Scratch
51873,Loc
12827,Center
71229,Random
90643,Scratch
4350,Center
15175,Edge-Loc
1667,Center
49823,Loc
16520,Edge-Loc
68261,Random
56629,Near-full
46876,Loc
93084,Scratch
22246,Edge-Loc
68392,Random
15392,Edge-Loc
81588,Scratch
15898,Edge-Loc
28155,Edge-Ring
94078,Scratch
89241,Scratch
31715,Edge-Ring
48271,Loc
39954,Edge-Ring
62787,Near-full
2273,Center
11539,Center
2271,Center
64344,Near-full
67883,Random
89914,Scratch
94010,Scratch
53083,Loc
2578,Center
50945,Loc
87248,Scratch
4837,Center
56979,Near-full
85541,Scratch
74487,Random
976,Center
8448,Center
90129,Scratch
13440,Center
37966,Edge-Ring
17348,Edge-Loc
41012,Loc
22896,Edge-Loc
84955,Scratch
55059,Near-full
17842,Edge-Loc
13965,Edge-Loc
75589,Random
75837,Random
82764,Scratch
44235,Loc
56659,Near-full
18771,Edge-Loc
89887,Scratch
13297,Center
14285,Edge-Loc
47622,Loc
90289,Scratch
42012,Loc
11917,Center
16847,Edge-Loc
51373,Loc
49849,Loc
17635,Edge-Loc
26726,Edge-Loc
16115,Edge-Loc
52543,Loc
66608,Near-full
88517,Scratch
87369,Scratch
12073,Center
55204,Near-full
46835,Loc
92516,Scratch
29792,Edge-Ring
83971,Scratch
50196,Loc
92613,Scratch
25105,Edge-Loc
7754,Center
8877,Center
4609,Center
53115,Loc
49845,Loc
4600,Center
58382,Near-full
67552,Random
6827,Center
8290,Center
58766,Near-full
93723,Scratch
57991,Near-full
31218,Edge-Ring
77717,Random
43322,Loc
7818,Center
70682,Random
31164,Edge-Ring
73593,Random
77145,Random
86473,Scratch
53518,Loc
41523,Loc
47902,Loc
62698,Near-full
61291,Near-full
90318,Scratch
58970,Near-full
9456,Center
79313,Random
27933,Edge-Ring
75790,Random
56218,Near-full
40320,Edge-Ring
19159,Edge-Loc
57141,Near-full
57218,Near-full
53143,Loc
65222,Near-full
67004,Near-full
41190,Loc
71472,Random
36529,Edge-Ring
31003,Edge-Ring
9829,Center
47326,Loc
78346,Random
45234,Loc
47205,Loc
28106,Edge-Ring
36076,Edge-Ring
27023,Edge-Ring
64715,Near-full
19582,Edge-Loc
5200,Center
49712,Loc
83782,Scratch
12796,Center
70377,Random
49594,Loc
22757,Edge-Loc
53925,Loc
89669,Scratch
72921,Random
47297,Loc
19501,Edge-Loc
74476,Random
32591,Edge-Ring
72463,Random
85958,Scratch
32069,Edge-Ring
45881,Loc
38328,Edge-Ring
77646,Random
22136,Edge-Loc
89105,Scratch
54594,Near-full
8722,Center
84195,Scratch
5881,Center
90390,Scratch
38814,Edge-Ring
90777,Scratch
28625,Edge-Ring
87796,Scratch
83493,Scratch
6758,Center
68413,Random
22599,Edge-Loc
38682,Edge-Ring
28158,Edge-Ring
1729,Center
88940,Scratch
16855,Edge-Loc
34030,Edge-Ring
68460,Random
33478,Edge-Ring
44239,Loc
7037,Center
34725,Edge-Ring
58726,Near-full
49377,Loc
12650,Center
35652,Edge-Ring
82878,Scratch
52028,Loc
52271,Loc
19029,Edge-Loc
11619,Center
67299,Near-full
12088,Center
29825,Edge-Ring
93136,Scratch
44302,Loc
92585,Scratch
38343,Edge-Ring
88240,Scratch
77459,Random
27890,Edge-Ring
78479,Random
83910,Scratch
47623,Loc
48178,Loc
59517,Near-full
69502,Random
49308,Loc
62419,Near-full
88029,Scratch
87625,Scratch
6894,Center
43290,Loc
11802,Center
27267,Edge-Ring
48211,Loc
81816,Scratch
44336,Loc
7340,Center
26332,Edge-Loc
58020,Near-full
34541,Edge-Ring
2982,Center
10534,Center
88322,Scratch
48148,Loc
7350,Center
47949,Loc
70293,Random
6949,Center
25678,Edge-Loc
48980,Loc
14640,Edge-Loc
28958,Edge-Ring
85611,Scratch
73787,Random
58599,Near-full
3467,Center
77746,Random
69216,Random
94143,Scratch
7966,Center
28075,Edge-Ring
78262,Random
49423,Loc
47931,Loc
42308,Loc
75789,Random
76100,Random
36091,Edge-Ring
68794,Random
53336,Loc
8764,Center
6772,Center
46000,Loc
74415,Random
1821,Center
9072,Center
14803,Edge-Loc
50212,Loc
77351,Random
78839,Random
68680,Random
85839,Scratch
61588,Near-full
51940,Loc
6154,Center
48530,Loc
7601,Center
62572,Near-full
56268,Near-full
35209,Edge-Ring
31181,Edge-Ring
73858,Random
77113,Random
63380,Near-full
39100,Edge-Ring
11140,Center
45975,Loc
41806,Loc
49579,Loc
77430,Random
7946,Center
5099,Center
59695,Near-full
30149,Edge-Ring
88872,Scratch
20604,Edge-Loc
52138,Loc
81711,Scratch
58111,Near-full
38108,Edge-Ring
26269,Edge-Loc
47710,Loc
1169,Center
55192,Near-full
27162,Edge-Ring
50107,Loc
87831,Scratch
27955,Edge-Ring
35971,Edge-Ring
20321,Edge-Loc
36145,Edge-Ring
26346,Edge-Loc
55261,Near-full
25948,Edge-Loc
6044,Center
53801,Loc
78813,Random
50229,Loc
33860,Edge-Ring
68403,Random
53655,Loc
17615,Edge-Loc
74326,Random
35458,Edge-Ring
36055,Edge-Ring
66708,Near-full
63455,Near-full
5249,Center
5844,Center
89672,Scratch
90440,Scratch
5834,Center
52463,Loc
22321,Edge-Loc
43000,Loc
9346,Center
91734,Scratch
35245,Edge-Ring
16266,Edge-Loc
1101,Center
14822,Edge-Loc
91521,Scratch
70410,Random
8771,Center
1119,Center
65782,Near-full
83111,Scratch
15673,Edge-Loc
63975,Near-full
39496,Edge-Ring
33928,Edge-Ring
67357,Near-full
4487,Center
63040,Near-full
28329,Edge-Ring
13947,Edge-Loc
17078,Edge-Loc
30473,Edge-Ring
4825,Center
24971,Edge-Loc
28911,Edge-Ring
56793,Near-full
88312,Scratch
8166,Center
75529,Random
65022,Near-full
10188,Center
84727,Scratch
28013,Edge-Ring
4108,Center
33312,Edge-Ring
42823,Loc
27601,Edge-Ring
54392,Near-full
6942,Center
44935,Loc
79351,Random
75139,Random
5341,Center
40947,Loc
67481,Random
64544,Near-full
91219,Scratch
57486,Near-full
86399,Scratch
64156,Near-full
77850,Random
27343,Edge-Ring
54199,Near-full
43627,Loc
6588,Center
46804,Loc
13437,Center
20412,Edge-Loc
60380,Near-full
36171,Edge-Ring
33257,Edge-Ring
6283,Center
16121,Edge-Loc
52,Center
47611,Loc
63121,Near-full
65667,Near-full
15604,Edge-Loc
20845,Edge-Loc
69153,Random
57069,Near-full
31859,Edge-Ring
2016,Center
94114,Scratch
14893,Edge-Loc
75930,Random
22254,Edge-Loc
63781,Near-full
13738,Edge-Loc
57650,Near-full
87763,Scratch
36496,Edge-Ring
61676,Near-full
87370,Scratch
13640,Edge-Loc
12971,Center
80187,Random
25089,Edge-Loc
48007,Loc
42609,Loc
38407,Edge-Ring
24409,Edge-Loc
77029,Random
25902,Edge-Loc
43373,Loc
90682,Scratch
67010,Near-full
86235,Scratch
65506,Near-full
88751,Scratch
27127,Edge-Ring
26572,Edge-Loc
32827,Edge-Ring
69834,Random
75723,Random
85647,Scratch
90812,Scratch
68911,Random
45467,Loc
17570,Edge-Loc
59862,Near-full
16279,Edge-Loc
20732,Edge-Loc
60286,Near-full
19746,Edge-Loc
83125,Scratch
28756,Edge-Ring
1515,Center
91404,Scratch
58689,Near-full
70708,Random
15157,Edge-Loc
19699,Edge-Loc
34764,Edge-Ring
84550,Scratch
90778,Scratch
52150,Loc
60073,Near-full
65375,Near-full
90650,Scratch
5399,Center
5474,Center
18849,Edge-Loc
40587,Loc
31094,Edge-Ring
10857,Center
69794,Random
9060,Center
82753,Scratch
77461,Random
19308,Edge-Loc
49748,Loc
53782,Loc
39692,Edge-Ring
37550,Edge-Ring
16871,Edge-Loc
6907,Center
29762,Edge-Ring
86017,Scratch
82503,Scratch
25314,Edge-Loc
76132,Random
47996,Loc
13194,Center
65327,Near-full
58010,Near-full
70234,Random
3100,Center
17470,Edge-Loc
65767,Near-full
14343,Edge-Loc
46089,Loc
17074,Edge-Loc
29278,Edge-Ring
2768,Center
81447,Scratch
2030,Center
5641,Center
71595,Random
62845,Near-full
87380,Scratch
70213,Random
50694,Loc
53230,Loc
54659,Near-full
52248,Loc
22818,Edge-Loc
39261,Edge-Ring
20963,Edge-Loc
16429,Edge-Loc
1202,Center
66014,Near-full
60105,Near-full
46305,Loc
92279,Scratch
27915,Edge-Ring
4273,Center
87235,Scratch
34732,Edge-Ring
50296,Loc
33067,Edge-Ring
48247,Loc
17260,Edge-Loc
49584,Loc
69656,Random
20946,Edge-Loc
33581,Edge-Ring
77608,Random
27911,Edge-Ring
66827,Near-full
18667,Edge-Loc
83566,Scratch
72920,Random
38969,Edge-Ring
39461,Edge-Ring
3385,Center
81556,Scratch
6517,Center
26738,Edge-Loc
38287,Edge-Ring
84191,Scratch
10381,Center
46575,Loc
90057,Scratch
35788,Edge-Ring
79309,Random
20527,Edge-Loc
18031,Edge-Loc
61229,Near-full
36153,Edge-Ring
54565,Near-full
52995,Loc
10908,Center
21161,Edge-Loc
45133,Loc
49970,Loc
87486,Scratch
54231,Near-full
9350,Center
39624,Edge-Ring
67809,Random
75501,Random
40474,Loc
52511,Loc
57280,Near-full
24190,Edge-Loc
12386,Center
20050,Edge-Loc
24144,Edge-Loc
15039,Edge-Loc
60970,Near-full
53555,Loc
68121,Random
19312,Edge-Loc
24281,Edge-Loc
41868,Loc
15560,Edge-Loc
36963,Edge-Ring
37180,Edge-Ring
11588,Center
55858,Near-full
32312,Edge-Ring
69267,Random
35518,Edge-Ring
29122,Edge-Ring
76718,Random
81905,Scratch
19836,Edge-Loc
7528,Center
12690,Center
68149,Random
38762,Edge-Ring
85554,Scratch
8164,Center
33656,Edge-Ring
36194,Edge-Ring
64905,Near-full
4060,Center
14704,Edge-Loc
90665,Scratch
88177,Scratch
34136,Edge-Ring
26083,Edge-Loc
80657,Random
8936,Center
71154,Random
90038,Scratch
30161,Edge-Ring
70124,Random
1214,Center
24938,Edge-Loc
24347,Edge-Loc
86004,Scratch
35252,Edge-Ring
4715,Center
74845,Random
22107,Edge-Loc
33988,Edge-Ring
48627,Loc
75304,Random
25963,Edge-Loc
90118,Scratch
59921,Near-full
48174,Loc
80596,Random
46602,Loc
25345,Edge-Loc
24552,Edge-Loc
31327,Edge-Ring
28733,Edge-Ring
6941,Center
34792,Edge-Ring
45827,Loc
68991,Random
75312,Random
71068,Random
85101,Scratch
57856,Near-full
46379,Loc
86363,Scratch
27305,Edge-Ring
87772,Scratch
75123,Random
29755,Edge-Ring
76457,Random
69569,Random
23223,Edge-Loc
70780,Random
42428,Loc
42184,Loc
57674,Near-full
9162,Center
51644,Loc
71457,Random
15206,Edge-Loc
92163,Scratch
88902,Scratch
63438,Near-full
35283,Edge-Ring
12770,Center
60695,Near-full
72087,Random
35840,Edge-Ring
55316,Near-full
28881,Edge-Ring
3978,Center
2069,Center
93458,Scratch
42002,Loc
27197,Edge-Ring
39055,Edge-Ring
28890,Edge-Ring
31142,Edge-Ring
84853,Scratch
50024,Loc
19126,Edge-Loc
69211,Random
73322,Random
90782,Scratch
6923,Center
48918,Loc
91843,Scratch
74743,Random
63222,Near-full
81648,Scratch
81028,Scratch
28523,Edge-Ring
69292,Random
54108,Near-full
1025,Center
26275,Edge-Loc
52183,Loc
84105,Scratch
56411,Near-full
46311,Loc
25363,Edge-Loc
48551,Loc
66955,Near-full
35471,Edge-Ring
81517,Scratch
9828,Center
34411,Edge-Ring
78066,Random
31797,Edge-Ring
48179,Loc
10559,Center
40701,Loc
29484,Edge-Ring
88871,Scratch
49046,Loc
69431,Random
73717,Random
53917,Loc
71471,Random
7344,Center
37123,Edge-Ring
29413,Edge-Ring
92664,Scratch
26017,Edge-Loc
13422,Center
60224,Near-full
19082,Edge-Loc
51955,Loc
42789,Loc
84032,Scratch
69358,Random
60321,Near-full
74270,Random
94231,Scratch
33804,Edge-Ring
39320,Edge-Ring
74935,Random
77775,Random
65874,Near-full
29957,Edge-Ring
70276,Random
40926,Loc
14766,Edge-Loc
64326,Near-full
49362,Loc
74324,Random
63774,Near-full
67414,Near-full
36821,Edge-Ring
40267,Edge-Ring
11671,Center
59167,Near-full
92766,Scratch
90092,Scratch
71365,Random
57456,Near-full
30590,Edge-Ring
58304,Near-full
2719,Center
47682,Loc
86869,Scratch
16916,Edge-Loc
74274,Random
77688,Random
11259,Center
12230,Center
67207,Near-full
40440,Edge-Ring
50031,Loc
13718,Edge-Loc
32923,Edge-Ring
47179,Loc
94032,Scratch
93712,Scratch
62423,Near-full
4523,Center
27617,Edge-Ring
30892,Edge-Ring
18741,Edge-Loc
84659,Scratch
55135,Near-full
71700,Random
52083,Loc
34088,Edge-Ring
20179,Edge-Loc
75694,Random
64989,Near-full
24661,Edge-Loc
77864,Random
27423,Edge-Ring
76343,Random
48182,Loc
59713,Near-full
83518,Scratch
57955,Near-full
70956,Random
43486,Loc
50940,Loc
70400,Random
78406,Random
14854,Edge-Loc
79416,Random
27854,Edge-Ring
40518,Loc
68258,Random
17008,Edge-Loc
71878,Random
94404,Scratch
76725,Random
70566,Random
34431,Edge-Ring
25711,Edge-Loc
6575,Center
14744,Edge-Loc
18414,Edge-Loc
75348,Random
87447,Scratch
73859,Random
38946,Edge-Ring
49382,Loc
87734,Scratch
87034,Scratch
51086,Loc
66491,Near-full
34174,Edge-Ring
75397,Random
44950,Loc
35090,Edge-Ring
41257,Loc
86965,Scratch
36088,Edge-Ring
2537,Center
72455,Random
19810,Edge-Loc
62391,Near-full
49124,Loc
24806,Edge-Loc
6021,Center
7215,Center
68722,Random
93333,Scratch
16410,Edge-Loc
71911,Random
89512,Scratch
12564,Center
14145,Edge-Loc
60500,Near-full
43277,Loc
37833,Edge-Ring
17900,Edge-Loc
84709,Scratch
90330,Scratch
58502,Near-full
68153,Random
65940,Near-full
3007,Center
34674,Edge-Ring
69588,Random
31918,Edge-Ring
50327,Loc
47320,Loc
61919,Near-full
30308,Edge-Ring
29615,Edge-Ring
39258,Edge-Ring
24533,Edge-Loc
53717,Loc
63425,Near-full
13684,Edge-Loc
42388,Loc
21554,Edge-Loc
14150,Edge-Loc
55199,Near-full
88962,Scratch
25797,Edge-Loc
88524,Scratch
20867,Edge-Loc
61805,Near-full
78683,Random
67472,Random
24292,Edge-Loc
22329,Edge-Loc
11743,Center
93015,Scratch
60460,Near-full
91702,Scratch
15702,Edge-Loc
5845,Center
18453,Edge-Loc
68956,Random
42283,Loc
47102,Loc
69206,Random
61204,Near-full
8056,Center
44894,Loc
76192,Random
92345,Scratch
38594,Edge-Ring
74301,Random
34977,Edge-Ring
45912,Loc
24876,Edge-Loc
53123,Loc
84421,Scratch
11541,Center
62282,Near-full
27704,Edge-Ring
17446,Edge-Loc
33573,Edge-Ring
19757,Edge-Loc
47816,Loc
23225,Edge-Loc
63767,Near-full
25683,Edge-Loc
72757,Random
62448,Near-full
34782,Edge-Ring
85150,Scratch
15293,Edge-Loc
17090,Edge-Loc
81576,Scratch
58453,Near-full
80965,Scratch
91150,Scratch
63756,Near-full
50414,Loc
30014,Edge-Ring
29931,Edge-Ring
15862,Edge-Loc
74354,Random
27585,Edge-Ring
83844,Scratch
5785,Center
61520,Near-full
84419,Scratch
48926,Loc
75417,Random
66335,Near-full
30614,Edge-Ring
33731,Edge-Ring
25536,Edge-Loc
92589,Scratch
21182,Edge-Loc
55075,Near-full
68010,Random
20306,Edge-Loc
32959,Edge-Ring
31159,Edge-Ring
18976,Edge-Loc
33042,Edge-Ring
10981,Center
39049,Edge-Ring
62627,Near-full
